run_tag,model_name,video_name,sample_index,source_frame_id,mean_confidence,active_kpts,frame_jitter,unstable
20260511_004259,v11s_19.pt,2752855.mp4,0,1,0.983398,17,0.000000,0
20260511_004259,v11s_19.pt,2752855.mp4,1,3,0.981962,17,0.023838,0
20260511_004259,v11s_19.pt,2752855.mp4,2,5,0.981359,17,0.017130,0
20260511_004259,v11s_19.pt,2752855.mp4,3,7,0.981905,17,0.021823,0
20260511_004259,v11s_19.pt,2752855.mp4,4,9,0.979147,17,0.017207,0
20260511_004259,v11s_19.pt,2752855.mp4,5,11,0.973374,17,0.020846,0
20260511_004259,v11s_19.pt,2752855.mp4,6,13,0.971852,17,0.025456,0
20260511_004259,v11s_19.pt,2752855.mp4,7,15,0.970646,17,0.019015,0
20260511_004259,v11s_19.pt,2752855.mp4,8,17,0.967027,17,0.016621,0
20260511_004259,v11s_19.pt,2752855.mp4,9,19,0.970100,17,0.014329,0
20260511_004259,v11s_19.pt,2752855.mp4,10,21,0.973432,17,0.018379,0
20260511_004259,v11s_19.pt,2752855.mp4,11,23,0.971766,17,0.020065,0
20260511_004259,v11s_19.pt,2752855.mp4,12,25,0.972455,17,0.021880,0
20260511_004259,v11s_19.pt,2752855.mp4,13,27,0.978200,17,0.025691,0
20260511_004259,v11s_19.pt,2752855.mp4,14,29,0.981014,17,0.017256,0
20260511_004259,v11s_19.pt,2752855.mp4,15,31,0.987621,17,0.034956,0
20260511_004259,v11s_19.pt,2752855.mp4,16,33,0.991469,17,0.020944,0
20260511_004259,v11s_19.pt,2752855.mp4,17,35,0.992705,17,0.021243,0
20260511_004259,v11s_19.pt,2752855.mp4,18,37,0.992963,17,0.021937,0
20260511_004259,v11s_19.pt,2752855.mp4,19,39,0.994026,17,0.015495,0
20260511_004259,v11s_19.pt,2752855.mp4,20,41,0.992762,17,0.019239,0
20260511_004259,v11s_19.pt,2752855.mp4,21,43,0.989143,17,0.023577,0
20260511_004259,v11s_19.pt,2752855.mp4,22,45,0.985524,17,0.028106,0
20260511_004259,v11s_19.pt,2752855.mp4,23,47,0.979980,17,0.021393,0
20260511_004259,v11s_19.pt,2752855.mp4,24,49,0.976074,17,0.017210,0
20260511_004259,v11s_19.pt,2752855.mp4,25,51,0.976735,17,0.018859,0
20260511_004259,v11s_19.pt,2752855.mp4,26,53,0.979521,17,0.026199,0
20260511_004259,v11s_19.pt,2752855.mp4,27,55,0.983858,17,0.050495,0
20260511_004259,v11s_19.pt,2752855.mp4,28,57,0.986644,17,0.020544,0
20260511_004259,v11s_19.pt,2752855.mp4,29,59,0.987017,17,0.019821,0
20260511_004259,v11s_19.pt,2752855.mp4,30,61,0.986673,17,0.019710,0
20260511_004259,v11s_19.pt,2752855.mp4,31,63,0.979722,17,0.039488,0
20260511_004259,v11s_19.pt,2752855.mp4,32,65,0.978487,17,0.029248,0
20260511_004259,v11s_19.pt,2752855.mp4,33,67,0.977166,17,0.025016,0
20260511_004259,v11s_19.pt,2752855.mp4,34,69,0.984748,17,0.029007,0
20260511_004259,v11s_19.pt,2752855.mp4,35,71,0.986816,17,0.023136,0
20260511_004259,v11s_19.pt,2752855.mp4,36,73,0.985179,17,0.021966,0
20260511_004259,v11s_19.pt,2752855.mp4,37,75,0.987621,17,0.017046,0
20260511_004259,v11s_19.pt,2752855.mp4,38,77,0.990895,17,0.018947,0
20260511_004259,v11s_19.pt,2752855.mp4,39,79,0.988051,17,0.023666,0
20260511_004259,v11s_19.pt,2752855.mp4,40,81,0.974782,17,0.033672,0
20260511_004259,v11s_19.pt,2752855.mp4,41,83,0.979693,17,0.034021,0
20260511_004259,v11s_19.pt,2752855.mp4,42,85,0.978774,17,0.017803,0
20260511_004259,v11s_19.pt,2752855.mp4,43,87,0.970215,17,0.023411,0
20260511_004259,v11s_19.pt,2752855.mp4,44,89,0.972742,17,0.024749,0
20260511_004259,v11s_19.pt,2752855.mp4,45,91,0.977338,17,0.020304,0
20260511_004259,v11s_19.pt,2752855.mp4,46,93,0.977367,17,0.017656,0
20260511_004259,v11s_19.pt,2752855.mp4,47,95,0.979262,17,0.021095,0
20260511_004259,v11s_19.pt,2752855.mp4,48,97,0.978688,17,0.019553,0
20260511_004259,v11s_19.pt,2752855.mp4,49,99,0.981187,17,0.022188,0
20260511_004259,v11s_19.pt,2752855.mp4,50,101,0.984748,17,0.020696,0
20260511_004259,v11s_19.pt,2752855.mp4,51,103,0.985782,17,0.034362,0
20260511_004259,v11s_19.pt,2752855.mp4,52,105,0.989114,17,0.019952,0
20260511_004259,v11s_19.pt,2752855.mp4,53,107,0.990033,17,0.026383,0
20260511_004259,v11s_19.pt,2752855.mp4,54,109,0.988798,17,0.017380,0
20260511_004259,v11s_19.pt,2752855.mp4,55,111,0.990464,17,0.016791,0
20260511_004259,v11s_19.pt,2752855.mp4,56,113,0.992733,17,0.017002,0
20260511_004259,v11s_19.pt,2752855.mp4,57,115,0.989287,17,0.019176,0
20260511_004259,v11s_19.pt,2752855.mp4,58,117,0.986443,17,0.021294,0
20260511_004259,v11s_19.pt,2752855.mp4,59,119,0.986041,17,0.029462,0
20260511_004259,v11s_19.pt,2752855.mp4,60,121,0.981934,17,0.016179,0
20260511_004259,v11s_19.pt,2752855.mp4,61,123,0.984404,17,0.018284,0
20260511_004259,v11s_19.pt,2752855.mp4,62,125,0.980900,17,0.040884,0
20260511_004259,v11s_19.pt,2752855.mp4,63,127,0.981503,17,0.045949,0
20260511_004259,v11s_19.pt,2752855.mp4,64,129,0.983398,17,0.043202,0
20260511_004259,v11s_19.pt,2752855.mp4,65,131,0.980383,17,0.031321,0
20260511_004259,v11s_19.pt,2752855.mp4,66,133,0.981273,17,0.022355,0
20260511_004259,v11s_19.pt,2752855.mp4,67,135,0.985064,17,0.026103,0
20260511_004259,v11s_19.pt,2752855.mp4,68,137,0.986271,17,0.027813,0
20260511_004259,v11s_19.pt,2752855.mp4,69,139,0.990033,17,0.023357,0
20260511_004259,v11s_19.pt,2752855.mp4,70,141,0.988971,17,0.025292,0
20260511_004259,v11s_19.pt,2752855.mp4,71,143,0.988511,17,0.021732,0
20260511_004259,v11s_19.pt,2752855.mp4,72,145,0.982307,17,0.032600,0
20260511_004259,v11s_19.pt,2752855.mp4,73,147,0.982853,17,0.043885,0
20260511_004259,v11s_19.pt,2752855.mp4,74,149,0.979435,17,0.027665,0
20260511_004259,v11s_19.pt,2752855.mp4,75,151,0.974035,17,0.028951,0
20260511_004259,v11s_19.pt,2752855.mp4,76,153,0.973116,17,0.022777,0
20260511_004259,v11s_19.pt,2752855.mp4,77,155,0.979349,17,0.026052,0
20260511_004259,v11s_19.pt,2752855.mp4,78,157,0.978803,17,0.024889,0
20260511_004259,v11s_19.pt,2752855.mp4,79,159,0.981043,17,0.021196,0
20260511_004259,v11s_19.pt,2752855.mp4,80,161,0.982479,17,0.022394,0
20260511_004259,v11s_19.pt,2752855.mp4,81,163,0.984002,17,0.034365,0
20260511_004259,v11s_19.pt,2752855.mp4,82,165,0.986127,17,0.018656,0
20260511_004259,v11s_19.pt,2752855.mp4,83,167,0.988281,17,0.025871,0
20260511_004259,v11s_19.pt,2752855.mp4,84,169,0.989287,17,0.021325,0
20260511_004259,v11s_19.pt,2752855.mp4,85,171,0.990895,17,0.022394,0
20260511_004259,v11s_19.pt,2752855.mp4,86,173,0.991211,17,0.021196,0
20260511_004259,v11s_19.pt,2752855.mp4,87,175,0.989028,17,0.015902,0
20260511_004259,v11s_19.pt,2752855.mp4,88,177,0.988597,17,0.017683,0
20260511_004259,v11s_19.pt,2752855.mp4,89,179,0.986472,17,0.025821,0
20260511_004259,v11s_19.pt,2752855.mp4,90,181,0.981819,17,0.024223,0
20260511_004259,v11s_19.pt,2752855.mp4,91,183,0.985208,17,0.019946,0
20260511_004259,v11s_19.pt,2752855.mp4,92,185,0.983714,17,0.022745,0
20260511_004259,v11s_19.pt,2752855.mp4,93,187,0.985438,17,0.025463,0
20260511_004259,v11s_19.pt,2752855.mp4,94,189,0.986012,17,0.045360,0
20260511_004259,v11s_19.pt,2752855.mp4,95,191,0.984318,17,0.019170,0
20260511_004259,v11s_19.pt,2752855.mp4,96,193,0.986127,17,0.021200,0
20260511_004259,v11s_19.pt,2752855.mp4,97,195,0.981962,17,0.037540,0
20260511_004259,v11s_19.pt,2752855.mp4,98,197,0.982020,17,0.027259,0
20260511_004259,v11s_19.pt,2752855.mp4,99,199,0.984921,17,0.026691,0
20260511_004259,v11s_19.pt,2752855.mp4,100,201,0.983284,17,0.023708,0
20260511_004259,v11s_19.pt,2752855.mp4,101,203,0.981474,17,0.029816,0
20260511_004259,v11s_19.pt,2752855.mp4,102,205,0.981474,17,0.023658,0
20260511_004259,v11s_19.pt,2752855.mp4,103,207,0.987592,17,0.021110,0
20260511_004259,v11s_19.pt,2752855.mp4,104,209,0.989114,17,0.015036,0
20260511_004259,v11s_19.pt,2752855.mp4,105,211,0.988683,17,0.019388,0
20260511_004259,v11s_19.pt,2752855.mp4,106,213,0.978200,17,0.025350,0
20260511_004259,v11s_19.pt,2752855.mp4,107,215,0.974983,17,0.027190,0
20260511_004259,v11s_19.pt,2752855.mp4,108,217,0.977683,17,0.018814,0
20260511_004259,v11s_19.pt,2752855.mp4,109,219,0.975126,17,0.017132,0
20260511_004259,v11s_19.pt,2752855.mp4,110,221,0.974207,17,0.021347,0
20260511_004259,v11s_19.pt,2752855.mp4,111,223,0.969123,17,0.019460,0
20260511_004259,v11s_19.pt,2752855.mp4,112,225,0.974236,17,0.017338,0
20260511_004259,v11s_19.pt,2752855.mp4,113,227,0.979291,17,0.019305,0
20260511_004259,v11s_19.pt,2752855.mp4,114,229,0.980842,17,0.026040,0
20260511_004259,v11s_19.pt,2752855.mp4,115,231,0.978171,17,0.016393,0
20260511_004259,v11s_19.pt,2752855.mp4,116,233,0.969813,17,0.033729,0
20260511_004259,v11s_19.pt,2752855.mp4,117,235,0.968578,17,0.022090,0
20260511_004259,v11s_19.pt,2752855.mp4,118,237,0.968491,17,0.021667,0
20260511_004259,v11s_19.pt,2752855.mp4,119,239,0.976649,17,0.022112,0
20260511_004259,v11s_19.pt,2752855.mp4,120,241,0.978918,17,0.020379,0
20260511_004259,v11s_19.pt,2752855.mp4,121,243,0.980067,17,0.018482,0
20260511_004259,v11s_19.pt,2752855.mp4,122,245,0.985869,17,0.019358,0
20260511_004259,v11s_19.pt,2752855.mp4,123,247,0.982221,17,0.017275,0
