model,keypoint_idx,keypoint_name,mean_confidence,std_confidence,mean_jitter,p95_jitter,missing_ratio
old,0,Nose,0.9365,0.1819,4.139,15.269,0.0274
old,1,Left_Ear,0.9757,0.0336,4.296,16.235,0.0000
old,2,Right_Ear,0.9675,0.0408,4.406,16.320,0.0000
old,3,Chest,0.9985,0.0021,2.628,9.400,0.0000
old,4,Mid_Back,0.9993,0.0012,2.854,10.687,0.0000
old,5,Hip,1.0000,0.0001,2.600,9.707,0.0000
old,6,LF_Elbow,0.9907,0.0543,3.560,13.591,0.0000
old,7,LF_Paw,0.9819,0.0544,5.837,26.102,0.0000
old,8,RF_Elbow,0.9990,0.0034,3.646,14.889,0.0000
old,9,RF_Paw,0.9887,0.0336,5.971,27.535,0.0000
old,10,LH_Knee,0.9633,0.1441,3.481,13.829,0.0188
old,11,LH_Paw,0.9718,0.1158,6.502,26.381,0.0092
old,12,RH_Knee,0.9937,0.0374,3.746,15.504,0.0000
old,13,RH_Paw,0.9903,0.0531,6.448,29.007,0.0040
old,14,Tail_Root,0.9987,0.0042,2.980,10.942,0.0000
old,15,Tail_Mid,0.9967,0.0109,3.831,12.983,0.0000
old,16,Tail_Tip,0.9415,0.1454,6.440,21.877,0.0109
new,0,Nose,0.9335,0.1630,4.363,15.761,0.0258
new,1,Left_Ear,0.9833,0.0305,4.192,15.275,0.0000
new,2,Right_Ear,0.9663,0.0607,4.242,15.248,0.0000
new,3,Chest,0.9992,0.0023,2.826,9.949,0.0000
new,4,Mid_Back,0.9986,0.0019,3.420,12.887,0.0000
new,5,Hip,0.9998,0.0007,3.135,11.614,0.0000
new,6,LF_Elbow,0.9825,0.0932,3.809,14.552,0.0115
new,7,LF_Paw,0.9880,0.0441,6.302,26.447,0.0000
new,8,RF_Elbow,0.9924,0.0363,3.778,15.550,0.0000
new,9,RF_Paw,0.9880,0.0320,5.889,27.005,0.0000
new,10,LH_Knee,0.9758,0.1035,3.725,14.089,0.0117
new,11,LH_Paw,0.9857,0.0603,6.979,27.532,0.0000
new,12,RH_Knee,0.9919,0.0314,3.830,15.594,0.0000
new,13,RH_Paw,0.9885,0.0550,6.964,30.507,0.0040
new,14,Tail_Root,0.9955,0.0172,3.594,13.107,0.0000
new,15,Tail_Mid,0.9931,0.0305,4.220,15.050,0.0000
new,16,Tail_Tip,0.9276,0.1626,7.410,26.411,0.0053
