frame_idx,motion_norm,rolling_mean_norm,is_still,detected,behavior_label
1,0.0000,0.0000,0,1,scratch
2,0.0858,0.0000,0,1,scratch
3,0.1250,0.1054,1,1,scratch
4,0.0731,0.0946,1,1,scratch
5,0.0888,0.0932,1,1,scratch
6,0.0911,0.0928,1,1,scratch
7,0.0837,0.0913,1,1,scratch
8,0.0668,0.0878,1,1,scratch
9,0.1106,0.0906,1,1,scratch
10,0.0663,0.0879,1,1,scratch
11,0.0722,0.0863,1,1,scratch
12,0.1047,0.0880,1,1,scratch
13,0.1550,0.0936,1,1,scratch
14,0.1236,0.0959,1,1,scratch
15,0.0852,0.0951,1,1,scratch
16,0.0892,0.0947,1,1,scratch
17,0.1950,0.1010,1,1,scratch
18,0.1748,0.1066,1,1,scratch
19,0.1701,0.1094,1,1,scratch
20,0.1127,0.1119,1,1,scratch
21,0.1439,0.1153,1,1,scratch
22,0.1477,0.1188,1,1,scratch
23,0.1904,0.1255,1,1,scratch
24,0.1430,0.1303,1,1,scratch
25,0.1351,0.1318,1,1,scratch
26,0.0931,0.1335,1,1,scratch
27,0.0320,0.1310,1,1,scratch
28,0.0320,0.1264,1,1,scratch
29,0.0895,0.1223,1,1,scratch
30,0.0836,0.1198,1,1,scratch
31,0.0557,0.1180,1,1,scratch
32,0.0751,0.1171,1,1,scratch
33,0.2127,0.1182,1,1,scratch
34,0.2010,0.1199,1,1,scratch
35,0.1255,0.1171,1,1,scratch
36,0.1548,0.1197,1,1,scratch
37,0.3573,0.1330,1,1,scratch
38,0.2290,0.1381,1,1,scratch
39,0.3219,0.1463,1,1,scratch
40,0.2460,0.1528,1,1,scratch
41,0.3040,0.1633,1,1,scratch
42,0.1287,0.1656,1,1,scratch
43,0.0857,0.1689,1,1,scratch
44,0.0693,0.1712,1,1,scratch
45,0.1274,0.1736,1,1,scratch
46,0.0883,0.1739,1,1,scratch
47,0.1086,0.1772,1,1,scratch
48,0.1371,0.1811,1,1,scratch
49,0.2119,0.1810,1,1,scratch
50,0.3249,0.1888,1,1,scratch
51,0.3911,0.2054,1,1,scratch
52,0.5014,0.2270,1,1,scratch
53,0.3080,0.2240,1,1,scratch
54,0.2144,0.2230,1,1,scratch
55,0.1660,0.2133,1,1,scratch
56,0.1800,0.2092,1,1,scratch
57,0.3184,0.2101,1,1,scratch
58,0.7540,0.2492,1,1,scratch
59,1.1679,0.3168,0,1,scratch
60,1.4719,0.4045,0,1,scratch
61,4.5458,0.6806,0,1,scratch
62,3.0056,0.8629,0,1,scratch
63,3.2639,1.0602,0,1,scratch
64,5.1786,1.3752,0,1,scratch
65,2.8949,1.5429,0,1,scratch
66,2.1589,1.6576,0,1,scratch
67,2.2114,1.7713,0,1,scratch
68,1.3716,1.8257,0,1,scratch
69,1.0555,1.8724,0,1,scratch
70,1.2092,1.9346,0,1,scratch
71,1.1686,1.9973,0,1,scratch
72,1.2604,2.0648,0,1,scratch
73,1.2762,2.1247,0,1,scratch
74,1.1077,2.1468,0,1,scratch
75,1.0641,2.1403,0,1,scratch
76,0.8147,2.0992,0,1,scratch
77,0.8881,1.8706,0,1,scratch
78,0.7354,1.7287,0,1,scratch
79,0.9693,1.5853,0,1,scratch
80,0.5233,1.2943,0,1,scratch
81,0.5843,1.1499,0,1,scratch
82,0.7147,1.0597,0,1,scratch
83,0.7311,0.9671,0,1,scratch
84,0.7730,0.9297,0,1,scratch
85,0.3678,0.8867,0,1,scratch
86,0.5332,0.8445,0,1,scratch
87,0.5379,0.8051,0,1,scratch
88,0.7105,0.7707,0,1,scratch
89,0.5699,0.7266,0,1,scratch
90,0.4695,0.6867,0,1,scratch
91,0.4468,0.6481,0,1,scratch
92,0.3081,0.6164,0,1,scratch
93,0.7265,0.6063,0,1,scratch
94,0.5579,0.5952,0,1,scratch
95,0.5286,0.5677,0,1,scratch
96,0.5722,0.5708,0,1,scratch
97,0.9061,0.5909,0,1,scratch
98,0.4195,0.5724,0,1,scratch
99,0.4801,0.5567,0,1,scratch
100,0.5008,0.5397,0,1,scratch
101,0.4212,0.5431,0,1,scratch
102,0.6041,0.5475,0,1,scratch
103,0.4141,0.5397,0,1,scratch
104,0.9053,0.5519,0,1,scratch
105,0.5178,0.5487,0,1,scratch
106,0.4578,0.5479,0,1,scratch
107,0.4131,0.5458,0,1,scratch
108,0.5040,0.5581,0,1,scratch
109,0.5194,0.5451,0,1,scratch
110,0.6499,0.5509,0,1,scratch
111,0.5465,0.5520,0,1,scratch
112,0.3832,0.5402,0,1,scratch
113,0.7402,0.5298,0,1,scratch
114,0.8815,0.5587,0,1,scratch
115,0.8916,0.5844,0,1,scratch
116,0.9850,0.6147,0,1,scratch
117,0.3500,0.6102,0,1,scratch
118,0.5899,0.6093,0,1,scratch
119,0.4106,0.6091,0,1,scratch
120,1.0981,0.6212,0,1,scratch
121,0.8413,0.6414,0,1,scratch
122,0.5882,0.6495,0,1,scratch
123,0.6937,0.6671,0,1,scratch
124,0.6080,0.6736,0,1,scratch
125,0.7408,0.6874,0,1,scratch
126,1.0163,0.7103,0,1,scratch
127,0.8590,0.7298,0,1,scratch
128,1.0772,0.7732,0,1,scratch
129,1.3425,0.8108,0,1,scratch
130,0.7022,0.7996,0,1,scratch
131,0.9871,0.8056,0,1,scratch
132,0.8261,0.7957,0,1,scratch
133,1.0258,0.8379,0,1,scratch
134,1.2447,0.8788,0,1,scratch
135,0.6199,0.8919,0,1,scratch
136,0.4410,0.8509,0,1,scratch
137,0.4977,0.8294,0,1,scratch
138,0.6404,0.8326,0,1,scratch
139,0.5181,0.8217,0,1,scratch
140,0.7425,0.8301,0,1,scratch
141,0.4337,0.8109,0,1,scratch
142,0.6005,0.7849,0,1,scratch
143,0.5616,0.7663,0,1,scratch
144,0.5708,0.7347,0,1,scratch
145,0.6517,0.6915,0,1,scratch
146,0.5511,0.6820,0,1,scratch
147,0.5201,0.6529,0,1,scratch
148,0.6282,0.6405,0,1,scratch
149,0.5027,0.6078,0,1,scratch
150,0.5473,0.5642,0,1,scratch
151,0.4152,0.5514,0,1,scratch
152,0.5578,0.5587,0,1,scratch
153,0.5902,0.5645,0,1,scratch
154,0.5380,0.5581,0,1,scratch
155,0.6734,0.5678,0,1,scratch
156,0.5138,0.5535,0,1,scratch
157,0.6694,0.5682,0,1,scratch
158,0.7359,0.5767,0,1,scratch
159,0.8779,0.5965,0,1,scratch
160,0.6966,0.6043,0,1,scratch
161,1.1367,0.6346,0,1,scratch
162,1.4705,0.6921,0,1,scratch
163,1.1704,0.7327,0,1,scratch
164,0.8558,0.7470,0,1,scratch
165,0.6530,0.7564,0,1,scratch
166,0.5125,0.7542,0,1,scratch
167,0.6826,0.7709,0,1,scratch
168,0.6737,0.7781,0,1,scratch
169,0.9389,0.7999,0,1,scratch
170,1.4186,0.8550,0,1,scratch
171,1.4546,0.9038,0,1,scratch
172,0.6178,0.9103,0,1,scratch
173,0.3737,0.8918,0,1,scratch
