model,keypoint_idx,keypoint_name,mean_confidence,std_confidence,mean_jitter,p95_jitter,missing_ratio
old,0,Nose,0.9365,0.1819,4.139,15.269,0.0274
old,1,Left_Ear,0.9757,0.0336,4.296,16.235,0.0000
old,2,Right_Ear,0.9675,0.0408,4.406,16.320,0.0000
old,3,Chest,0.9985,0.0021,2.628,9.400,0.0000
old,4,Mid_Back,0.9993,0.0012,2.854,10.687,0.0000
old,5,Hip,1.0000,0.0001,2.600,9.707,0.0000
old,6,LF_Elbow,0.9907,0.0543,3.560,13.591,0.0000
old,7,LF_Paw,0.9819,0.0544,5.837,26.102,0.0000
old,8,RF_Elbow,0.9990,0.0034,3.646,14.889,0.0000
old,9,RF_Paw,0.9887,0.0336,5.971,27.535,0.0000
old,10,LH_Knee,0.9633,0.1441,3.481,13.829,0.0188
old,11,LH_Paw,0.9718,0.1158,6.502,26.381,0.0092
old,12,RH_Knee,0.9937,0.0374,3.746,15.504,0.0000
old,13,RH_Paw,0.9903,0.0531,6.448,29.007,0.0040
old,14,Tail_Root,0.9987,0.0042,2.980,10.942,0.0000
old,15,Tail_Mid,0.9967,0.0109,3.831,12.983,0.0000
old,16,Tail_Tip,0.9415,0.1454,6.440,21.877,0.0109
new,0,Nose,0.9233,0.1841,4.146,15.085,0.0182
new,1,Left_Ear,0.9713,0.0372,4.342,15.988,0.0000
new,2,Right_Ear,0.9499,0.0761,4.430,16.223,0.0000
new,3,Chest,0.9979,0.0053,2.676,9.979,0.0000
new,4,Mid_Back,0.9990,0.0014,2.886,10.701,0.0000
new,5,Hip,0.9999,0.0004,2.594,9.849,0.0000
new,6,LF_Elbow,0.9848,0.0792,3.612,14.136,0.0000
new,7,LF_Paw,0.9752,0.0602,6.096,26.387,0.0000
new,8,RF_Elbow,0.9969,0.0131,3.603,15.036,0.0000
new,9,RF_Paw,0.9715,0.0719,5.823,27.515,0.0000
new,10,LH_Knee,0.9768,0.1137,3.294,12.770,0.0129
new,11,LH_Paw,0.9800,0.0864,6.434,27.167,0.0007
new,12,RH_Knee,0.9949,0.0183,3.505,14.630,0.0000
new,13,RH_Paw,0.9847,0.0452,6.271,27.691,0.0000
new,14,Tail_Root,0.9977,0.0073,2.997,11.568,0.0000
new,15,Tail_Mid,0.9918,0.0225,3.997,14.470,0.0000
new,16,Tail_Tip,0.9069,0.1955,6.374,22.138,0.0393
