run_tag,model_name,video_name,sample_index,source_frame_id,mean_confidence,active_kpts,frame_jitter,unstable
20260528_235531,v11s_76.pt,2752855.mp4,0,1,0.967802,17,0.000000,0
20260528_235531,v11s_76.pt,2752855.mp4,1,3,0.969727,17,0.016982,0
20260528_235531,v11s_76.pt,2752855.mp4,2,5,0.967831,17,0.016171,0
20260528_235531,v11s_76.pt,2752855.mp4,3,7,0.977395,17,0.019902,0
20260528_235531,v11s_76.pt,2752855.mp4,4,9,0.976218,17,0.021678,0
20260528_235531,v11s_76.pt,2752855.mp4,5,11,0.977510,17,0.014341,0
20260528_235531,v11s_76.pt,2752855.mp4,6,13,0.980153,17,0.020433,0
20260528_235531,v11s_76.pt,2752855.mp4,7,15,0.982307,17,0.016339,0
20260528_235531,v11s_76.pt,2752855.mp4,8,17,0.985064,17,0.013854,0
20260528_235531,v11s_76.pt,2752855.mp4,9,19,0.985179,17,0.029675,0
20260528_235531,v11s_76.pt,2752855.mp4,10,21,0.986299,17,0.017537,0
20260528_235531,v11s_76.pt,2752855.mp4,11,23,0.986874,17,0.016506,0
20260528_235531,v11s_76.pt,2752855.mp4,12,25,0.987218,17,0.025881,0
20260528_235531,v11s_76.pt,2752855.mp4,13,27,0.986299,17,0.025670,0
20260528_235531,v11s_76.pt,2752855.mp4,14,29,0.986874,17,0.010338,0
20260528_235531,v11s_76.pt,2752855.mp4,15,31,0.988224,17,0.027542,0
20260528_235531,v11s_76.pt,2752855.mp4,16,33,0.990234,17,0.027161,0
20260528_235531,v11s_76.pt,2752855.mp4,17,35,0.990665,17,0.045544,0
20260528_235531,v11s_76.pt,2752855.mp4,18,37,0.990234,17,0.036840,0
20260528_235531,v11s_76.pt,2752855.mp4,19,39,0.989057,17,0.020507,0
20260528_235531,v11s_76.pt,2752855.mp4,20,41,0.987649,17,0.013048,0
20260528_235531,v11s_76.pt,2752855.mp4,21,43,0.988511,17,0.034877,0
20260528_235531,v11s_76.pt,2752855.mp4,22,45,0.986874,17,0.029864,0
20260528_235531,v11s_76.pt,2752855.mp4,23,47,0.980526,17,0.016740,0
20260528_235531,v11s_76.pt,2752855.mp4,24,49,0.984490,17,0.013944,0
20260528_235531,v11s_76.pt,2752855.mp4,25,51,0.987994,17,0.024597,0
20260528_235531,v11s_76.pt,2752855.mp4,26,53,0.986127,17,0.023619,0
20260528_235531,v11s_76.pt,2752855.mp4,27,55,0.985265,17,0.029273,0
20260528_235531,v11s_76.pt,2752855.mp4,28,57,0.986845,17,0.028995,0
20260528_235531,v11s_76.pt,2752855.mp4,29,59,0.984576,17,0.023781,0
20260528_235531,v11s_76.pt,2752855.mp4,30,61,0.982020,17,0.022020,0
20260528_235531,v11s_76.pt,2752855.mp4,31,63,0.983370,17,0.035032,0
20260528_235531,v11s_76.pt,2752855.mp4,32,65,0.982307,17,0.025233,0
20260528_235531,v11s_76.pt,2752855.mp4,33,67,0.985265,17,0.027070,0
20260528_235531,v11s_76.pt,2752855.mp4,34,69,0.983054,17,0.027494,0
20260528_235531,v11s_76.pt,2752855.mp4,35,71,0.985409,17,0.027107,0
20260528_235531,v11s_76.pt,2752855.mp4,36,73,0.983169,17,0.020229,0
20260528_235531,v11s_76.pt,2752855.mp4,37,75,0.977080,17,0.016879,0
20260528_235531,v11s_76.pt,2752855.mp4,38,77,0.978142,17,0.020806,0
20260528_235531,v11s_76.pt,2752855.mp4,39,79,0.984116,17,0.023683,0
20260528_235531,v11s_76.pt,2752855.mp4,40,81,0.981445,17,0.037275,0
20260528_235531,v11s_76.pt,2752855.mp4,41,83,0.982192,17,0.028370,0
20260528_235531,v11s_76.pt,2752855.mp4,42,85,0.984892,17,0.019855,0
20260528_235531,v11s_76.pt,2752855.mp4,43,87,0.982451,17,0.016044,0
20260528_235531,v11s_76.pt,2752855.mp4,44,89,0.980296,17,0.023291,0
20260528_235531,v11s_76.pt,2752855.mp4,45,91,0.982020,17,0.024694,0
20260528_235531,v11s_76.pt,2752855.mp4,46,93,0.985639,17,0.021149,0
20260528_235531,v11s_76.pt,2752855.mp4,47,95,0.987621,17,0.018384,0
20260528_235531,v11s_76.pt,2752855.mp4,48,97,0.986500,17,0.023105,0
